budget,revenue,popularity,country,vote_average,rtAllCriticsRating
60000000,484409218,67.298732,United States of America,7.3,7.7
150000000,919838758,47.320801,United States of America,6.7,7.6
160000000,798958165,42.986467,United States of America,6,5.5
9000000,24538513,14.098952,United States of America,7.3,7.8
16000000,109502303,23.425431,United States of America,6.9,8.6
72000000,408247917,28.848187,United States of America,6.4,6.8
50000000,97607453,32.927994,Canada,6.3,4.5
50000000,97607453,32.927994,France,6.3,4.5
50000000,97607453,32.927994,Japan,6.3,4.5
50000000,97607453,32.927994,United States of America,6.3,4.5
20000000,18253415,11.090254,United States of America,6.5,5.8
6000000,4398989,5.696491,United States of America,5.5,4
60000000,26288320,18.815442,United States of America,6.6,5.6
2540800,72e5,36.556954,United States of America,7.8,9.2
70000000,164e6,18.264635,United States of America,5.6,5.4
2000000,124494,1.892183,United States of America,5.8,6
70000000,57958696,24.664776,United Kingdom,5.7,6.8
70000000,57958696,24.664776,United States of America,5.7,6.8
35000000,86369815,11.041659,United States of America,5.8,6.5
14000000,6413915,9.371811,Canada,5.4,3.1
14000000,6413915,9.371811,United States of America,5.4,3.1
2000000,18344729,10.664202,United States of America,7,8
44000000,165615285,16.245068,United States of America,7.3,6.7
6000000,58e6,15.639016,United Kingdom,6.5,6.3
6000000,58e6,15.639016,United States of America,6.5,6.3
1000000,24475416,14.805264,United States of America,7.4,8.3
15000000,377910544,59.258969,India,7.6,8.2
15000000,377910544,59.258969,United Kingdom,7.6,8.2
15000000,377910544,59.258969,United States of America,7.6,8.2
40000000,54682547,23.088571,United States of America,6.2,6.2
17000000,57103895,23.491962,France,6.4,4.3
17000000,57103895,23.491962,United Kingdom,6.4,4.3
17000000,57103895,23.491962,United States of America,6.4,4.3
73000000,103891409,20.790703,Canada,5.8,5.2
73000000,103891409,20.790703,United States of America,5.8,5.2
33000000,62022014,19.642328,United States of America,5.1,6.2
35000000,42930462,30.556135,United States of America,5.8,7
35000000,42930462,30.556135,United Arab Emirates,5.8,7
75000000,14567883,11.873856,United States of America,6.1,3.5
2883848,25e6,39.30982,United States of America,8,8.9
80000000,266728738,16.939441,United States of America,6.3,6.5
22000000,12e6,9.088209,United States of America,7.4,7.1
16000000,14822346,9.400404,United States of America,4.7,3.6
17000000,374743,9.349386,Germany,5.2,4.5
17000000,374743,9.349386,United States of America,5.2,4.5
17000000,374743,9.349386,France,5.2,4.5
37000000,63800345,6.293217,United States of America,5.2,4.7
65000000,128884132,15.772081,United States of America,6.3,6.8
80000000,2502e5,36.125715,United States of America,6.5,5.1
22700000,38119483,39.890798,United States of America,6.7,6.3
3000000,15369573,1.586598,United States of America,4.7,3.3
80000000,55041367,14.209329,United States of America,5.8,5.9
40000000,87840042,19.833664,United States of America,5,4
35000000,113374103,23.607071,United States of America,5.5,4.9
30000000,350448145,49.526736,United States of America,6.8,7.6
160000000,164508066,23.336875,United States of America,4.1,3.1
120000000,93945766,17.060695,Australia,5.7,5.1
120000000,93945766,17.060695,Germany,5.7,5.1
120000000,93945766,17.060695,United States of America,5.7,5.1
1500000,7e6,11.145915,United States of America,7.3,7.3
75000000,131e5,18.65988,United States of America,5.8,4
25000000,1e8,6.889437,United Kingdom,4.7,4.5
258000000,890871626,115.699814,United States of America,5.9,6.2
80000000,122563539,41.670544,United States of America,7.4,6.4
8000000,69821334,21.735068,United States of America,6.1,6.9
92000000,143049560,27.166757,United Kingdom,6.8,6.2
92000000,143049560,27.166757,United States of America,6.8,6.2
8000000,52287414,51.109279,United States of America,7.8,7.8
150000000,385680446,73.616808,Germany,7.4,8.1
150000000,385680446,73.616808,United States of America,7.4,8.1
18000000,87e6,15.314027,United States of America,6.4,6.4
24000000,133e6,22.258428,United States of America,6.9,6.8
30000000,702e5,19.578249,United States of America,5.6,4
27000000,969e5,16.188572,United States of America,6.7,6.8
46000000,15e7,25.6713,United States of America,7,7.4
38000000,12e7,14.779041,United States of America,6.4,5.5
70000000,118e6,19.711951,United States of America,6.3,5.8
60000000,67312826,21.605533,United States of America,6.1,5.2
35000000,139e6,24.616634,United States of America,6.2,5.8
11000000,775398007,126.393695,United States of America,8.1,8.2
120000000,649398328,43.987061,United States of America,6.4,6.5
113000000,85e7,44.108427,United States of America,7.1,7.2
70000000,135560026,48.032734,Iceland,7.1,6.8
70000000,135560026,48.032734,United Kingdom,7.1,6.8
70000000,135560026,48.032734,United States of America,7.1,6.8
105000000,121214377,58.782359,United States of America,6.7,6
60000000,170268750,28.848842,United States of America,5.6,6
9000000,27105095,4.34503,United States of America,5.3,3
135000000,76932943,17.88953,United States of America,4.9,3.8
65000000,128107642,22.977983,United States of America,6.5,5.5
12000000,114194847,45.477802,United States of America,6.7,4.5
23000000,150816700,28.973074,United States of America,6.5,4.8
29000000,50041732,14.993169,United States of America,6,4
12000000,21133087,6.044161,United States of America,6.5,6.4
13000000,75511123,6.92205,United States of America,6.1,4.5
13500000,187674,5.16023,United States of America,5.2,6.5
25000000,11207130,4.002579,United States of America,6.1,6.3
40000000,23937870,16.282962,Germany,5.1,4.7
40000000,23937870,16.282962,United Kingdom,5.1,4.7
40000000,23937870,16.282962,United States of America,5.1,4.7
30000000,53653224,32.26789,United States of America,7.1,6.8
25000000,10324441,7.473455,United States of America,5.5,8.4
35000000,99423521,19.286099,Japan,4.1,2.9
35000000,99423521,19.286099,United States of America,4.1,2.9
20000000,65569869,18.666876,United States of America,6.3,5.1
10000000,853e5,10.892398,United States of America,6.5,6.6
50000000,113309743,11.106006,United States of America,4.4,3.4
120000000,169956806,27.990284,United States of America,5.4,6.9
2000000,390659,5.261065,France,6.3,5.8
34000000,19693891,3.960098,United States of America,4.8,3.1
5000000,16174377,19.336367,United States of America,6.5,6.3
3000000,18492362,16.312803,United States of America,6.6,5
20000000,121463226,33.436092,United States of America,7,7.4
35000000,25871834,19.088655,United States of America,4.9,3.7
55000000,300218018,48.507081,United Kingdom,6.9,8
55000000,300218018,48.507081,United States of America,6.9,8
54000000,190458706,30.515175,United Kingdom,6.5,7.4
54000000,190458706,30.515175,United States of America,6.5,7.4
39000000,75850624,22.164202,United Kingdom,5.3,4.4
39000000,75850624,22.164202,United States of America,5.3,4.4
17000000,193e5,17.062117,United Kingdom,4.1,2.8
17000000,193e5,17.062117,United States of America,4.1,2.8
270000000,391081192,57.925623,United States of America,5.4,7.1
90000000,14828081,5.762037,Switzerland,4.9,3.2
90000000,14828081,5.762037,United States of America,4.9,3.2
85000000,149044513,23.230851,United States of America,5.9,6.6
27000000,13e6,8.715822,Germany,5.5,4.4
27000000,13e6,8.715822,United Kingdom,5.5,4.4
27000000,13e6,8.715822,United States of America,5.5,4.4
30000000,180622424,18.256028,United States of America,6,5.2
40000000,65754228,19.372805,United States of America,6.4,3.5
10000000,598645,4.570043,Italy,4.8,2.8
10000000,598645,4.570043,United Kingdom,4.8,2.8
8500000,34411240,4.844451,United States of America,5,3.9
7800000,22441323,11.000654,France,6.4,7.1
7800000,22441323,11.000654,United Kingdom,6.4,7.1
21000000,176e5,5.815881,United States of America,5.8,5.1
200000,4505922,13.971674,United States of America,6.8,7.7
37000000,6482195,4.131546,United States of America,5.8,4.8
102000000,147080413,36.788745,Australia,6.1,4.3
102000000,147080413,36.788745,United States of America,6.1,4.3
16500000,13620075,10.74648,United States of America,6,5
50000000,94e6,16.871194,United States of America,6.3,6.9
150000,2891288,8.570328,United States of America,5.5,6.7
30000000,34742066,8.999675,United States of America,6.6,5.4
25000000,226830568,80.879032,France,7.2,5.8
25000000,226830568,80.879032,United Kingdom,7.2,5.8
25000000,226830568,80.879032,United States of America,7.2,5.8
6000000,12e6,3.89204,United States of America,5.4,4.3
4000000,3468572,4.541908,Canada,6.7,6.7
4000000,3468572,4.541908,United States of America,6.7,6.7
72500000,162966177,12.599836,United States of America,6.2,6.5
55000000,63408614,22.787667,United States of America,6.1,4.3
25000000,4064495,8.186936,United States of America,5.5,4.9
218,1162014,1.063439,United States of America,7.5,7.6
1300000,28262574,58.845025,United States of America,8,8.7
1000000,274661,0.748565,United Kingdom,6.6,8.3
12000000,21001563,2.238646,United Kingdom,5.8,6.4
12000000,21001563,2.238646,Italy,5.8,6.4
32000000,50907422,26.509175,Germany,6.6,6.9
32000000,50907422,26.509175,United States of America,6.6,6.9
70000000,85632458,27.055085,United States of America,6.4,5
125000000,4772e5,143.350376,United States of America,5.8,4.9
25000000,78e6,15.505137,Hong Kong,5.8,4.6
25000000,78e6,15.505137,United States of America,5.8,4.6
21000000,42e6,10.207065,Hong Kong,5.1,3.8
21000000,42e6,10.207065,United States of America,5.1,3.8
100000000,52e7,101.74155,France,7.7,8.4
100000000,52e7,101.74155,United States of America,7.7,8.4
200000000,435e6,69.405188,Germany,5.9,6.6
200000000,435e6,69.405188,United Kingdom,5.9,6.6
200000000,435e6,69.405188,United States of America,5.9,6.6
200000000,371353001,71.862892,Germany,5.9,5
200000000,371353001,71.862892,Italy,5.9,5
200000000,371353001,71.862892,United Kingdom,5.9,5
200000000,371353001,71.862892,United States of America,5.9,5
6500000,24793509,29.01153,United States of America,7.1,7.3
160000000,61698899,27.220157,United States of America,6.4,4.6
26000000,109449237,38.473732,United States of America,6.2,7.2
28,14,9.670031,Canada,5.9,4.3
28,14,9.670031,United Kingdom,5.9,4.3
82000000,96085477,18.447479,United States of America,5.7,5.2
70000000,90000098,24.961625,United States of America,7.1,7.2
30000000,191502426,37.179547,United States of America,6.7,5.6
49000000,20423389,2.808428,United States of America,6.2,3.5
100000000,7103973,12.092241,Australia,4.4,2.7
100000000,7103973,12.092241,United States of America,4.4,2.7
76000000,35134820,8.981427,Germany,3.9,4.8
76000000,35134820,8.981427,United States of America,3.9,4.8
62000000,107879496,11.056763,United States of America,6.5,7
19000000,108047131,30.205943,United States of America,6,4.2
50000000,55181129,20.239061,United States of America,5.5,6.2
3000000,25e6,22.889294,United States of America,8.1,8.3
40000000,30199105,7.832337,Canada,5.6,3.9
40000000,30199105,7.832337,United States of America,5.6,3.9
30000000,14711793,35.53352,Canada,7,7.1
30000000,14711793,35.53352,United Kingdom,7,7.1
30000000,14711793,35.53352,United States of America,7,7.1
13000000,11130889,6.764437,United States of America,6.2,6
75000000,19598588,20.697556,United States of America,5.4,4.2
116000000,102e6,45.616098,United States of America,7,7.8
35000000,35323292,6.889633,United States of America,6.9,7.4
3716946,5e6,2.676535,United States of America,6.9,7
1500000,712294,3.618646,United States of America,6.5,5.7
20000000,64822796,30.387754,Australia,6.6,6.7
20000000,64822796,30.387754,United Kingdom,6.6,6.7
20000000,64822796,30.387754,United States of America,6.6,6.7
40000000,144056873,41.362082,United Kingdom,6.3,4.4
40000000,144056873,41.362082,United States of America,6.3,4.4
210000,5e6,2.043661,United States of America,6.7,6.8
35000000,69701637,4.189378,United States of America,5.9,5.1
2100000,2365e4,8.38717,United States of America,7.6,8.6
50000000,6808550,6.397388,United States of America,5,4
13000000,27007143,6.425528,United States of America,6.1,5.1
15000000,46189568,49.230089,United Kingdom,7.8,7.1
15000000,46189568,49.230089,United States of America,7.8,7.1
8500000,15861566,9.452808,United States of America,6.5,8
50000000,49111202,15.213484,France,5.7,4.8
50000000,49111202,15.213484,Germany,5.7,4.8
50000000,49111202,15.213484,United States of America,5.7,4.8
20000000,35841901,8.265317,United States of America,6.1,5.1
2700000,37799643,11.35972,United States of America,7,7.7
60000,248e6,41.690578,United States of America,6.3,7.5
4500000,58853106,22.585384,United States of America,5.8,2.7
27000000,115229890,44.714264,United States of America,7.5,6.9
25000000,411006740,26.576385,United States of America,6.1,4.8
73000000,151493655,33.884459,United States of America,6.5,4.7
50000000,97437106,34.890999,Mexico,7.3,7.5
50000000,97437106,34.890999,United States of America,7.3,7.5
6000000,30471,34.917447,Canada,7.2,4
6000000,30471,34.917447,United States of America,7.2,4
25000000,8613462,7.436491,United States of America,6.5,6.2
25000000,8613462,7.436491,United Kingdom,6.5,6.2
60000000,214034224,86.476817,United States of America,7.3,7
60000000,214034224,86.476817,Germany,7.3,7
60000000,214034224,86.476817,Czech Republic,7.3,7
75000000,288500217,53.213931,Germany,7.2,7.2
75000000,288500217,53.213931,United States of America,7.2,7.2
70000000,442824138,45.381501,Germany,7.3,7.9
70000000,442824138,45.381501,United States of America,7.3,7.9
12500000,20416563,34.821223,United Kingdom,7.7,6.2
12500000,20416563,34.821223,United States of America,7.7,6.2
52000000,204999686,26.251217,United States of America,5.6,5
3000000,333e5,23.109959,United Kingdom,7.7,8.8
3000000,333e5,23.109959,United States of America,7.7,8.8
24000000,182016617,17.606087,United States of America,7.3,7.2
379000,4358e3,0.968865,United States of America,5,5.4
1000000,1744858,3.424158,United States of America,6.3,6
88000000,105316267,40.138009,Czech Republic,5.6,5.1
88000000,105316267,40.138009,United Kingdom,5.6,5.1
88000000,105316267,40.138009,United States of America,5.6,5.1
45000000,175372502,31.305336,United States of America,7,5.1
13000000,96060858,73.307513,Canada,7.3,4.8
13000000,96060858,73.307513,United States of America,7.3,4.8
47000000,102825796,19.525659,United States of America,5.7,5.4
30000000,15007991,10.756266,Germany,5.1,3.5
30000000,15007991,10.756266,United States of America,5.1,3.5
33000000,104155843,25.413955,Germany,6,5.3
33000000,104155843,25.413955,United States of America,6,5.3
225000000,419651413,53.978602,Czech Republic,6.3,6.3
225000000,419651413,53.978602,Poland,6.3,6.3
225000000,419651413,53.978602,Slovenia,6.3,6.3
225000000,419651413,53.978602,United States of America,6.3,6.3
180000000,748806957,67.391328,United Kingdom,6.7,6.9
180000000,748806957,67.391328,United States of America,6.7,6.9
105000000,115772733,27.835436,United States of America,6.3,4.6
45000000,117615211,17.746719,United States of America,6.4,6.1
13800000,52293982,17.3393,United States of America,6.7,7.3
15000000,146292009,17.571533,United States of America,7.7,6.7
25000000,82466670,20.679652,China,6.8,7.6
25000000,82466670,20.679652,Germany,6.8,7.6
25000000,82466670,20.679652,United Kingdom,6.8,7.6
25000000,82466670,20.679652,United States of America,6.8,7.6
1600000,442e4,20.810292,United States of America,7.5,8.6
16000000,12,0.830596,United States of America,4.6,2.8
60000000,74208267,29.211255,United States of America,5.4,5.3
60000000,74208267,29.211255,Canada,5.4,5.3
60000000,74208267,29.211255,Germany,5.4,5.3
25000000,15156200,4.068107,United States of America,6,5.3
58000000,25928721,8.59075,United States of America,6.6,6.3
35000000,75395048,26.595983,United States of America,7.3,6.6
20000000,37597471,15.804814,United States of America,5.2,2.7
15000000,24769466,19.517239,United States of America,6.3,5.4
15000000,94e6,44.690107,United States of America,7.3,7
3705538,62548947,8.839651,Japan,6.9,8.5
3705538,62548947,8.839651,United Kingdom,6.9,8.5
3705538,62548947,8.839651,Ireland,6.9,8.5
150000000,333932083,60.269279,United States of America,7.3,7.1
125000000,767820459,45.313197,United States of America,6.5,4.8
125000000,767820459,45.313197,Malta,6.5,4.8
125000000,767820459,45.313197,France,6.5,4.8
125000000,767820459,45.313197,United Kingdom,6.5,4.8
185000000,1004558444,187.322927,United Kingdom,8.2,8.4
185000000,1004558444,187.322927,United States of America,8.2,8.4
125000000,544272402,41.380094,United States of America,6.2,5.3
80000000,233093859,41.890722,Canada,5.2,8
80000000,233093859,41.890722,United States of America,5.2,8
38000000,28121100,4.746085,United States of America,5.9,5.8
15000000,5e7,19.786392,United Kingdom,7.8,8.3
15000000,5e7,19.786392,United States of America,7.8,8.3
90000000,289847354,63.429157,Hong Kong,7.9,8.2
90000000,289847354,63.429157,United States of America,7.9,8.2
35000000,326551094,83.893257,United States of America,7,6.6
57000000,152944660,33.8473,Germany,7.2,6.2
57000000,152944660,33.8473,United States of America,7.2,6.2
90000000,140807547,15.350451,United States of America,5.9,5.3
38000000,34416893,10.794175,United States of America,6.7,5.8
50000000,110803676,15.98212,United States of America,5.1,3.6
5000000,26010864,30.271066,United Kingdom,7.9,8.2
5000000,26010864,30.271066,United States of America,7.9,8.2
100000000,169327687,51.113717,United States of America,7.2,7
23000000,10827816,6.921263,United States of America,6.6,6.6
23000000,10827816,6.921263,United Kingdom,6.6,6.6
27000000,231976425,29.381878,United Kingdom,7,7.7
27000000,231976425,29.381878,United States of America,7,7.7
350000,294e5,35.037625,United States of America,7.3,8.1
19000000,144216468,32.602868,United States of America,6.3,4.9
8000000,441306145,47.584643,United States of America,7.5,7.7
40000000,9793496,3.87823,Germany,7.1,6.2
40000000,9793496,3.87823,United States of America,7.1,6.2
12000000,56309766,11.135734,United States of America,5.5,4.3
15000000,40283321,21.535126,United States of America,6.2,5.6
55000000,18626419,4.366488,United States of America,5.7,4.8
38000000,207283925,6.909942,Germany,6.6,5.4
38000000,207283925,6.909942,United States of America,6.6,5.4
85000000,158468292,8.282876,Japan,6.1,4.7
85000000,158468292,8.282876,United States of America,6.1,4.7
90000000,263920180,109.528572,France,7.3,6.3
42000000,270248367,23.736535,United States of America,6.6,6.2
26000000,1164e5,10.704596,United States of America,6.5,5.4
24000000,41895491,16.146572,United States of America,7.2,7
46000000,341631208,28.964162,United States of America,5,3.7
83000000,59468275,6.248309,United States of America,4.4,4
1000000,21378361,14.518598,United States of America,6.4,2.7
55000000,127906624,17.097041,China,6.3,6.1
55000000,127906624,17.097041,United States of America,6.3,6.1
35000000,15304890,24.606012,United States of America,6.8,5.9
35000000,29882645,10.10364,United Kingdom,6.5,5.4
35000000,29882645,10.10364,United States of America,6.5,5.4
1800000,41158757,15.978136,United States of America,7.4,8.5
44000000,368875760,54.884297,United States of America,7.2,7.6
3500000,257850122,17.002623,United Kingdom,6.8,7.6
12500000,1227324,2.950618,United States of America,7.3,7
50000000,109423648,62.925175,United States of America,7.5,7.2
22000000,147880543,20.699212,United States of America,6,4.6
60000000,149705852,18.345613,Germany,6.1,4.3
60000000,149705852,18.345613,United States of America,6.1,4.3
50000000,75e6,12.46525,Germany,6.4,5.5
50000000,75e6,12.46525,United States of America,6.4,5.5
5000000,58978653,27.247013,United States of America,6.7,5.9
25000000,30411183,39.784026,United States of America,6.3,5.6
30000000,23619609,9.448517,United States of America,5.4,4.2
6000000,245066411,143.659698,United States of America,8.4,9
13000000,47542841,105.792936,United States of America,8.3,9.2
54000000,136766062,59.194915,Italy,7.1,6.4
54000000,136766062,59.194915,United States of America,7.1,6.4
25000000,79817939,15.26213,United States of America,5.6,3.9
180000000,372234864,42.990906,United Kingdom,5.8,5.6
180000000,372234864,42.990906,United States of America,5.8,5.6
32000000,5914908,5.347936,United States of America,5.9,5
15000000,20380,12.185204,Germany,5.7,4.8
15000000,20380,12.185204,United Kingdom,5.7,4.8
15000000,20380,12.185204,United States of America,5.7,4.8
105000000,351040419,61.196071,United States of America,7.3,4.8
105000000,351040419,61.196071,Australia,7.3,4.8
80000000,10166502,8.923215,United States of America,6.8,5.3
25000000,15431177,7.538513,United States of America,6.9,6.2
20000000,15473333,3.011205,United States of America,6.5,4.7
60000000,2846e5,103.698022,United States of America,8.2,6.8
10000000,183474602,35.695442,Japan,5.8,5.1
10000000,183474602,35.695442,United States of America,5.8,5.1
20000000,39143839,13.906944,United States of America,5.2,3.4
60000000,163403799,20.501582,United States of America,4.9,4
60000000,163403799,20.501582,India,4.9,4
60000000,163403799,20.501582,France,4.9,4
90000000,182290266,16.302378,United States of America,5.2,4.2
80000000,91188905,19.375768,United States of America,5.2,3.7
15000000,69623713,35.107857,France,6.1,5.3
15000000,69623713,35.107857,United States of America,6.1,5.3
4000000,13401952,3.771652,United Kingdom,6.6,6.4
60000000,186883563,12.867352,United States of America,6.7,6.9
25000000,41597830,20.953265,United States of America,7,7.4
25000000,70442940,25.838073,United States of America,5.6,5.1
10000000,5164404,3.007816,United Kingdom,6.4,6.9
10000000,5164404,3.007816,France,6.4,6.9
10000000,5164404,3.007816,Germany,6.4,6.9
10000000,5164404,3.007816,United States of America,6.4,6.9
1000000,17985893,6.532855,United States of America,6.4,6.1
100000000,100138851,46.727941,United States of America,6.8,8.3
30000000,1992e5,46.212155,United States of America,7.2,7.8
55000000,34234008,8.634954,United States of America,6,4.7
50000000,73956241,20.825781,United States of America,7.2,7
2000000,76e5,17.639478,United States of America,7.6,8.6
18000000,8038061,14.916264,France,6.9,7.6
18000000,8038061,14.916264,United States of America,6.9,7.6
40000000,86915017,36.960953,Czech Republic,7.1,6.9
40000000,86915017,36.960953,United States of America,7.1,6.9
15000000,5217498,0.249245,United States of America,4.7,2.7
150000000,163712074,62.898336,United States of America,6.1,6.1
80000000,162944923,18.69984,France,6.2,6
80000000,162944923,18.69984,Germany,6.2,6
80000000,162944923,18.69984,United Kingdom,6.2,6
80000000,162944923,18.69984,United States of America,6.2,6
80000000,15071514,15.673154,United States of America,5.7,4.3
80000000,15071514,15.673154,Australia,5.7,4.3
70000000,23159305,61.245957,United States of America,7.6,8
126000000,162949164,37.68056,United States of America,6.5,5.4
40000000,49627779,13.210898,United States of America,4.6,4.3
60000000,176070171,62.766854,United Kingdom,6.6,6.4
60000000,176070171,62.766854,United States of America,6.6,6.4
60000000,159330280,19.747459,United States of America,6.1,4.2
29000000,21126225,24.240361,Germany,6.8,5.4
29000000,21126225,24.240361,United States of America,6.8,5.4
175000000,966550600,94.199316,United Kingdom,6.7,7.3
175000000,966550600,94.199316,United States of America,6.7,7.3
20000000,13568e4,19.819893,Australia,5.6,4.4
20000000,13568e4,19.819893,United States of America,5.6,4.4
8000000,90815558,28.456572,United States of America,6.9,6.9
70000000,86658558,26.123705,Germany,6.5,5.8
70000000,86658558,26.123705,United States of America,6.5,5.8
20000000,73276047,10.446722,China,7.3,6.4
20000000,73276047,10.446722,United States of America,7.3,6.4
24000000,137e5,2.259537,United States of America,5.7,3.2
40000000,114830111,29.88736,United States of America,6.5,5
12300000,84460846,28.670193,Ireland,7,5.9
12300000,84460846,28.670193,United States of America,7,5.9
72000000,27642707,15.433244,United States of America,7,5.6
23000000,43984230,21.189028,France,7.4,7.9
23000000,43984230,21.189028,China,7.4,7.9
23000000,43984230,21.189028,United Kingdom,7.4,7.9
23000000,43984230,21.189028,Italy,7.4,7.9
15000000,32721635,19.760383,United States of America,6.2,4.9
6000000,48027970,26.286954,United Kingdom,7.4,7.3
6000000,48027970,26.286954,Germany,7.4,7.3
6000000,48027970,26.286954,United States of America,7.4,7.3
67000000,25303038,12.282911,United Kingdom,5,4
67000000,25303038,12.282911,Italy,5,4
67000000,25303038,12.282911,France,5,4
67000000,25303038,12.282911,Tunisia,5,4
40000000,75505856,37.776566,United States of America,7.1,8
140000000,456758981,52.341226,Japan,7.3,6.4
140000000,456758981,52.341226,United States of America,7.3,6.4
140000000,456758981,52.341226,New Zealand,7.3,6.4
7000000,8373585,14.672151,United States of America,7,7.3
7000000,8373585,14.672151,Canada,7,7.3
10000000,32101e3,10.125029,United Kingdom,5.4,4.9
10000000,32101e3,10.125029,Japan,5.4,4.9
10000000,32101e3,10.125029,United States of America,5.4,4.9
78000000,179265204,47.436675,Czech Republic,5.7,4
78000000,179265204,47.436675,Germany,5.7,4
78000000,179265204,47.436675,United Kingdom,5.7,4
78000000,179265204,47.436675,United States of America,5.7,4
80000000,39459427,16.848899,United States of America,6.3,5.2
75000000,142400065,31.054334,Mexico,5.9,4.8
75000000,142400065,31.054334,United States of America,5.9,4.8
50000000,34808403,25.237969,United States of America,7.1,6.3
50000000,38955598,22.442241,Germany,7.3,4.2
50000000,38955598,22.442241,United Kingdom,7.3,4.2
50000000,38955598,22.442241,United States of America,7.3,4.2
10000000,3193102,8.902102,United States of America,6.6,7.4
45000000,788241776,90.457886,United States of America,8,8
22000000,13555988,4.365196,Germany,6.1,5.5
22000000,13555988,4.365196,Netherlands,6.1,5.5
22000000,13555988,4.365196,United States of America,6.1,5.5
40000000,191185897,23.331459,United Kingdom,6.2,6.1
40000000,191185897,23.331459,United States of America,6.2,6.1
17000000,55534455,11.927667,United States of America,5.7,5.4
65000000,89456761,15.858629,United States of America,6.5,6.1
10000000,15795189,2.959547,United States of America,6.6,6.4
10000000,501e5,19.524972000000002,United States of America,7.2,7.5
82000000,190320568,26.065735,United States of America,6.2,4.8
93000000,871368364,138.049577,New Zealand,8,8.1
93000000,871368364,138.049577,United States of America,8,8.1
94000000,1118888979,123.630332,New Zealand,8.1,8.6
94000000,1118888979,123.630332,United States of America,8.1,8.6
79000000,926287400,106.914973,New Zealand,8,8.4
79000000,926287400,106.914973,United States of America,8,8.4
8500000,32222567,24.750909,United States of America,6.8,6.3
9600000,4386236,3.588529,United States of America,6,4.6
1250000,11e6,6.903314,United States of America,7.4,8.2
73000000,229074524,2.502487,United States of America,6.2,5.6
62000000,41819064,13.218008,United States of America,4.3,3.4
62000000,41819064,13.218008,United Kingdom,4.3,3.4
62000000,41819064,13.218008,Germany,4.3,3.4
5000000,8203235,35.252056,United States of America,7.3,6.6
5000000,8203235,35.252056,Spain,7.3,6.6
72000000,37317558,11.215702,United States of America,6.6,4.9
3500000,20659423,3.656491,Australia,6.8,6.5
20000000,13801755,6.397042,United States of America,6.5,5.4
3200000,8e6,11.735287,United States of America,7.4,8.6
7000000,97572e3,30.214716,United Kingdom,6.3,5.1
7000000,97572e3,30.214716,United States of America,6.3,5.1
80000000,96105964,21.394281,United States of America,6.2,8.6
20000000,22165608,7.679336,United States of America,5,4
23000000,351583407,85.30318,United States of America,6.6,6.4
95000000,250288523,31.086791,United States of America,6.3,7.1
10000000,17297244,5.647538,Germany,6.2,6.7
10000000,17297244,5.647538,United States of America,6.2,6.7
63000000,463517383,104.309993,Australia,7.9,7.4
63000000,463517383,104.309993,United States of America,7.9,7.4
150000000,738599701,70.78591,Australia,6.7,6.8
150000000,738599701,70.78591,United States of America,6.7,6.8
150000000,424988211,73.313918,United States of America,6.4,5.3
150000000,424988211,73.313918,Australia,6.4,5.3
57000000,147845033,21.021809,Mexico,5.8,5.5
57000000,147845033,21.021809,United States of America,5.8,5.5
15000000,3533227,19.913961,United States of America,6,6.2
10000000,50752337,8.932837,United States of America,6.4,3.8
4000000,82e5,2.930058,United States of America,6.8,7.8
18000000,57096190,37.104353,United States of America,6.7,6.6
11000000,22e5,1.396985,United States of America,5.9,6.6
32000000,55157539,14.733513,United States of America,6.1,5.5
800000,62852,5.292536,United States of America,7.3,6.4
98000000,433013274,41.862983,United States of America,6,5.2
145000000,401128639,60.034162,Germany,5.2,3.7
145000000,401128639,60.034162,United States of America,5.2,3.7
12000000,20138836,3.604863,India,6.8,7.5
12000000,20138836,3.604863,United States of America,6.8,7.5
22000000,110627965,23.218144,United States of America,5.6,5.1
30000000,30536013,19.106154,United States of America,6.4,6.6
27000000,76e6,3.123583,United States of America,5.9,6.3
25000000,24362772,3.707511,United States of America,4.3,3.6
38000000,58401898,30.359164,France,6.3,4.9
38000000,58401898,30.359164,Portugal,6.3,4.9
38000000,58401898,30.359164,Spain,6.3,4.9
30000000,77566815,23.197408,Germany,6.3,3.5
30000000,77566815,23.197408,United States of America,6.3,3.5
54000000,128769345,20.28119,United States of America,5.4,6
15000000,46905889,5.164281,United States of America,5.6,5.8
2800000,60922980,25.939385,United Kingdom,7.2,7
2800000,60922980,25.939385,United States of America,7.2,7
49000000,727e5,21.746245,United States of America,5.7,3.9
7000000,4720371,2.206097,United States of America,6.7,4.6
75000000,29e6,4.842626,United States of America,5,5
10000000,33697647,13.455373,United States of America,6.9,6.1
56000000,113006880,35.4763,Canada,5.8,3.7
56000000,113006880,35.4763,United States of America,5.8,3.7
30000000,611899420,38.171417,United States of America,6.9,5.8
110000000,215294342,23.657284,Germany,6.8,6.1
110000000,215294342,23.657284,United States of America,6.8,6.1
45000000,195268056,17.923254,United States of America,6.3,5.5
11000000,2832826,1.187671,United States of America,6.6,6.3
70000000,154648887,18.927463,United Kingdom,7,5
70000000,154648887,18.927463,United States of America,7,5
35000000,120072577,50.587541,France,8,8.2
35000000,120072577,50.587541,Germany,8,8.2
35000000,120072577,50.587541,Poland,8,8.2
