budget,revenue,company
38000000,207283925,Ardustry Entertainment
38000000,207283925,Mediastream Film GmbH & Co. Productions KG
85000000,158468292,Universal Pictures
90000000,263920180,Columbia Pictures
90000000,263920180,Gaumont
42000000,270248367,Paramount Pictures
42000000,270248367,Mirage Enterprises
42000000,270248367,Davis Entertainment
26000000,1164e5,Scott Rudin Productions
24000000,41895491,TriStar Pictures
46000000,341631208,Universal Pictures
46000000,341631208,Amblin Entertainment
46000000,341631208,Hanna-Barbera Productions
83000000,59468275,Universal Pictures
83000000,59468275,Amblin Entertainment
1000000,21378361,AVCO Embassy Pictures
1000000,21378361,EDI
1000000,21378361,Debra Hill Productions
55000000,127906624,Casey Silver Productions
55000000,127906624,China Film Co-Production Corporation
55000000,127906624,Huayi Brothers
55000000,127906624,Relativity Media
35000000,15304890,Regency Enterprises
35000000,15304890,Warner Bros.
35000000,15304890,Muse Entertainment Enterprises
35000000,15304890,Protozoa Pictures
35000000,15304890,New Regency Pictures
35000000,29882645,Paramount Pictures
35000000,29882645,Miramax Films
35000000,29882645,Marty Katz Productions
35000000,29882645,Jaffilms Inc.
35000000,29882645,Dune Films
35000000,29882645,Belhaven Limited
1800000,41158757,Twentieth Century Fox Film Corporation
1800000,41158757,D'Antoni Productions
1800000,41158757,Schine-Moore Productions
44000000,368875760,Warner Bros.
3500000,257850122,Channel Four Films
3500000,257850122,Twentieth Century Fox Film Corporation
3500000,257850122,Redwave Films
12500000,1227324,C&P Productions
50000000,109423648,PolyGram Filmed Entertainment
50000000,109423648,A&B Producoes
50000000,109423648,Popaganda Films
22000000,147880543,Walt Disney Pictures
22000000,147880543,Mayhem Pictures
22000000,147880543,Monkey Dance Productions
60000000,149705852,Paramount Pictures
60000000,149705852,MFP Munich Film Partners GmbH & Company I. Produktions KG
60000000,149705852,Krane Entertainment
60000000,149705852,Neufeld Rehme Productions
50000000,75e6,Constellation Films
50000000,75e6,Paramount
5000000,58978653,Blumhouse Productions
5000000,58978653,Blue-Tongue Films
5000000,58978653,Huayi Brothers Media
5000000,58978653,STX Entertainment
5000000,58978653,Ahimsa Films
25000000,30411183,Regency Enterprises
25000000,30411183,Epsilon Motion Pictures
25000000,30411183,New Regency Pictures
25000000,30411183,Daybreak
30000000,23619609,Original Film
6000000,245066411,Paramount Pictures
6000000,245066411,Alfran Productions
13000000,47542841,Paramount Pictures
13000000,47542841,The Coppola Company
54000000,136766062,Paramount Pictures
25000000,79817939,Paramount Pictures
180000000,372234864,New Line Cinema
180000000,372234864,Ingenious Film Partners
180000000,372234864,Depth of Field
180000000,372234864,Scholastic Productions
32000000,5914908,Warner Bros.
32000000,5914908,Section Eight Productions
32000000,5914908,Sunset Gower Studios
15000000,20380,Destination Films
15000000,20380,Tempesta Films
15000000,20380,Good Night Productions
105000000,351040419,Village Roadshow Pictures
105000000,351040419,Bazmark Films
105000000,351040419,Warner Bros.
105000000,351040419,A&E Television Networks
105000000,351040419,Red Wagon Entertainment
105000000,351040419,Spectrum Films
80000000,10166502,Lawrence Bender Productions
80000000,10166502,Marty Katz Productions
25000000,15431177,Walt Disney Pictures
20000000,15473333,George Stevens Productions
60000000,2846e5,Castle Rock Entertainment
60000000,2846e5,Darkwoods Productions
60000000,2846e5,Warner Bros.
10000000,183474602,Ghost House Pictures
10000000,183474602,Vertigo Entertainment
10000000,183474602,Senator International
10000000,183474602,Colombia Pictures
10000000,183474602,Fellah Pictures
20000000,39143839,Columbia Pictures Corporation
20000000,39143839,Ghost House Pictures
20000000,39143839,Vertigo Entertainment
60000000,163403799,Spyglass Entertainment
60000000,163403799,Twentieth Century Fox Film Corporation
60000000,163403799,Dune Entertainment
60000000,163403799,UTV Motion Pictures
60000000,163403799,Blinding Edge Pictures
90000000,182290266,Walt Disney Pictures
90000000,182290266,Gunn Films
90000000,182290266,Doom Buggy Productions
80000000,91188905,DreamWorks
80000000,91188905,Roth-Arnold Productions
15000000,69623713,Fox Searchlight Pictures
15000000,69623713,Dune Entertainment
15000000,69623713,Major Studio Partners
15000000,69623713,Craven-Maddalena Films
4000000,13401952,DNA Films
4000000,13401952,BBC Films
4000000,13401952,UK Film Council
60000000,186883563,Wildwood Enterprises
60000000,186883563,Touchstone Pictures
25000000,41597830,Paramount Pictures
25000000,41597830,Miramax Films
25000000,41597830,Scott Rudin Productions
25000000,70442940,Columbia Pictures
25000000,70442940,Happy Madison Productions
25000000,70442940,Relativity Media
25000000,70442940,Alta Loma Entertainment
10000000,5164404,Granada Film Productions
10000000,5164404,Arts Council of England
10000000,5164404,Diaphana Films
10000000,5164404,The Glasgow Film Fund
10000000,5164404,National Lottery
10000000,5164404,Showtime Networks
10000000,5164404,Filmfour
10000000,5164404,"Scottish Arts Council, The"
10000000,5164404,Three Rivers Production
10000000,5164404,Progres Film Distribution
10000000,5164404,Kinowelt Median
1000000,17985893,AVCO Embassy Pictures
1000000,17985893,International Film Investors
1000000,17985893,Wescom Productions
100000000,100138851,Walt Disney Pictures
30000000,1992e5,Paramount Pictures
30000000,1992e5,Nina Saxon Film Design
30000000,1992e5,Mace Neufeld Productions
55000000,34234008,Lakeshore Entertainment
55000000,34234008,Alphaville Films
50000000,73956241,Universal Pictures
50000000,73956241,Beacon Communications
50000000,73956241,Azoff Entertainment
2000000,76e5,Twentieth Century Fox Film Corporation
2000000,76e5,Rossen Films
18000000,8038061,Fox Searchlight Pictures
18000000,8038061,Good Machine
18000000,8038061,Canal+ Droits Audiovisuels
40000000,86915017,Michael London Productions
40000000,86915017,Stillking Films
40000000,86915017,Bob Yari Productions
40000000,86915017,Bull's Eye Entertainment
40000000,86915017,Contagious Entertainment
40000000,86915017,Revolution Sun Studios
15000000,5217498,Morgan Creek Productions
150000000,163712074,Universal Pictures
150000000,163712074,Marvel Studios
150000000,163712074,Valhalla Motion Pictures
150000000,163712074,MVL Incredible Productions
80000000,162944923,Universal Pictures
80000000,162944923,StudioCanal
80000000,162944923,Mirage Enterprises
80000000,162944923,Working Title Films
80000000,162944923,Misher Films
80000000,162944923,Motion Picture JOTA Produktions
80000000,15071514,Village Roadshow Pictures
80000000,15071514,Vertigo Entertainment
80000000,15071514,Silver Pictures
80000000,15071514,Warner Bros.
70000000,23159305,Warner Bros. Animation
126000000,162949164,DreamWorks SKG
126000000,162949164,Warner Bros.
126000000,162949164,Parkes/MacDonald Productions
40000000,49627779,New Line Cinema
60000000,176070171,De Line Pictures
60000000,176070171,Working Title Films
60000000,159330280,Universal Pictures
60000000,159330280,Toho-Towa
60000000,159330280,Mutual Film Company
60000000,159330280,Marubeni
60000000,159330280,Tele München Fernseh Produktionsgesellschaft (TMG)
60000000,159330280,Alphaville Films
60000000,159330280,British Broadcasting Corporation (BBC)
60000000,159330280,UGC PH
60000000,159330280,Mel's Cite du Cinema
29000000,21126225,Section Eight
29000000,21126225,Mandalay Pictures
29000000,21126225,VIP 3 Medienfonds
29000000,21126225,2929 Productions
29000000,21126225,Rising Star
29000000,21126225,VIP 2 Medienfonds
29000000,21126225,Warner Independent Pictures (WIP)
175000000,966550600,Walt Disney Pictures
175000000,966550600,Walt Disney Studios Motion Pictures
175000000,966550600,Fairview Entertainment
175000000,966550600,Moving Picture Company (MPC)
20000000,13568e4,Walt Disney Pictures
20000000,13568e4,Walt Disney Television Animation
20000000,13568e4,Walt Disney Animation Australia
20000000,13568e4,DisneyToon Studios
8000000,90815558,Columbia Pictures Corporation
8000000,90815558,Jerry Weintraub Productions
8000000,90815558,Delphi Films
70000000,86658558,Universal Pictures
70000000,86658558,Forward Pass
70000000,86658558,Relativity Media
70000000,86658558,FilmWorks
70000000,86658558,MDBF Zweite Filmgesellschaft
20000000,73276047,DreamWorks SKG
20000000,73276047,MacDonald/Parkes Productions
20000000,73276047,Sidney Kimmel Entertainment
20000000,73276047,Neal Street Productions
20000000,73276047,China Film Co-Production Corporation
20000000,73276047,Wonderland Films
20000000,73276047,Participant Media
20000000,73276047,Ebeling Group
20000000,73276047,Beijing Happy Pictures Cultural Communications Co.
20000000,73276047,Kite Runner Holdings
24000000,137e5,SNL Studios
40000000,114830111,Village Roadshow Pictures
40000000,114830111,Vertigo Entertainment
40000000,114830111,Sound for Film
40000000,114830111,Warner Bros.
12300000,84460846,Lucasfilm
12300000,84460846,Universal Pictures
12300000,84460846,Amblin Entertainment
12300000,84460846,Sullivan Bluth Studios
12300000,84460846,U-Drive Productions
12300000,84460846,Universal City Studios
72000000,27642707,DreamWorks SKG
23000000,43984230,Columbia Pictures
23000000,43984230,Hemdale Film Corporation
23000000,43984230,Recorded Pictures Company
23000000,43984230,Soprofilms
23000000,43984230,TAO Film
23000000,43984230,Yanco
15000000,32721635,Rogue Pictures
15000000,32721635,Film Afrika
15000000,32721635,Sean S. Cunningham Films
6000000,48027970,Fox Searchlight Pictures
6000000,48027970,Cowboy Films
6000000,48027970,DNA Films
6000000,48027970,Scottish Screen
6000000,48027970,UK Film Council
6000000,48027970,Filmfour
6000000,48027970,Slate Films
6000000,48027970,Tatfilm
67000000,25303038,Ingenious Film Partners
67000000,25303038,Quinta Communications
67000000,25303038,Dino De Laurentiis Company
67000000,25303038,Zephyr Films
40000000,75505856,Morgan Creek Productions
140000000,456758981,Cruise/Wagner Productions
140000000,456758981,Warner Bros.
140000000,456758981,Radar Pictures
140000000,456758981,"Bedford Falls Company, The"
7000000,8373585,Universal Pictures
7000000,8373585,Cineplex-Odeon Films
10000000,32101e3,New Line Cinema
10000000,32101e3,Allied Vision
78000000,179265204,Twentieth Century Fox Film Corporation
78000000,179265204,JD Productions
78000000,179265204,International Production Company
78000000,179265204,Angry Films
78000000,179265204,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
80000000,39459427,DreamWorks SKG
80000000,39459427,Twentieth Century Fox Film Corporation
80000000,39459427,Wildwood Enterprises
80000000,39459427,Epsilon Motion Pictures
80000000,39459427,Allied Filmmakers
75000000,142400065,Amblin Entertainment
75000000,142400065,Columbia Pictures Corporation
50000000,34808403,Touchstone Pictures
50000000,34808403,American Empirical Pictures
50000000,38955598,Mikona Productions GmbH & Co. KG
50000000,38955598,Universal Pictures
50000000,38955598,Intermedia Films
50000000,38955598,Saturn Films
50000000,38955598,Dirty Hands Productions
10000000,3193102,Artisan Entertainment
45000000,788241776,Walt Disney Pictures
45000000,788241776,Walt Disney Feature Animation
22000000,13555988,New Line Cinema
40000000,191185897,United Artists
40000000,191185897,Eon Productions
17000000,55534455,Walt Disney Pictures
17000000,55534455,Teen Life Productions
65000000,89456761,New Line Cinema
65000000,89456761,Forge
65000000,89456761,The Steve Tisch Company
10000000,15795189,United Artists
10000000,501e5,Twentieth Century Fox Film Corporation
10000000,501e5,Darryl F. Zanuck Productions
82000000,190320568,Paramount Pictures
82000000,190320568,Columbia Pictures Corporation
82000000,190320568,MTV Films
82000000,190320568,Happy Madison Productions
82000000,190320568,Callahan Filmworks
93000000,871368364,WingNut Films
93000000,871368364,New Line Cinema
93000000,871368364,The Saul Zaentz Company
94000000,1118888979,WingNut Films
94000000,1118888979,New Line Cinema
79000000,926287400,WingNut Films
79000000,926287400,New Line Cinema
79000000,926287400,The Saul Zaentz Company
8500000,32222567,Warner Bros.
9600000,4386236,Lions Gate Films
1250000,11e6,Paramount
73000000,229074524,Universal Pictures
73000000,229074524,Amblin Entertainment
62000000,41819064,Paramount Pictures
62000000,41819064,Goldcrest Pictures
62000000,41819064,Internationale Filmproduktion
5000000,8203235,Filmax Entertainment
5000000,8203235,Castelao Producciones
5000000,8203235,Canal+ España
5000000,8203235,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
5000000,8203235,ICF
72000000,37317558,Village Roadshow Pictures
72000000,37317558,Castle Rock Entertainment
72000000,37317558,NPV Entertainment
72000000,37317558,Darkwoods Productions
3500000,20659423,Cambridge Productions
20000000,13801755,Regency Enterprises
20000000,13801755,Taurus Films
20000000,13801755,Polar Productions
20000000,13801755,Warner Bros.
3200000,8e6,Paramount Pictures
3200000,8e6,John Ford Productions
7000000,97572e3,United Artists
7000000,97572e3,Eon Productions
7000000,97572e3,Danjaq
80000000,96105964,Paramount Pictures
80000000,96105964,Scott Rudin Productions
80000000,96105964,Clinica Estetico
20000000,22165608,Twentieth Century Fox Film Corporation
20000000,22165608,Pacific Film and Television Commission
20000000,22165608,WWE Studios
23000000,351583407,New Line Cinema
23000000,351583407,Dark Horse Entertainment
95000000,250288523,Amblin Entertainment
95000000,250288523,TriStar Pictures
10000000,17297244,Miramax Films
63000000,463517383,Village Roadshow Pictures
63000000,463517383,Groucho II Film Partnership
63000000,463517383,Silver Pictures
63000000,463517383,Warner Bros.
150000000,738599701,Village Roadshow Pictures
150000000,738599701,NPV Entertainment
150000000,738599701,Heineken Branded Entertainment
150000000,738599701,Silver Pictures
150000000,738599701,Warner Bros.
150000000,424988211,Village Roadshow Pictures
150000000,424988211,NPV Entertainment
150000000,424988211,Silver Pictures
150000000,424988211,Warner Bros.
57000000,147845033,DreamWorks SKG
57000000,147845033,Newmarket Capital Group
57000000,147845033,Lawrence Bender Productions
57000000,147845033,Pistolero Productions LLC
15000000,3533227,Lions Gate Films
15000000,3533227,Lakeshore Entertainment
15000000,3533227,GreeneStreet Films
15000000,3533227,Midnight Picture Show
10000000,50752337,Walt Disney
4000000,82e5,United Artists
4000000,82e5,Seven Arts Productions
18000000,57096190,Darkwoods Productions
18000000,57096190,Dimension Films
11000000,22e5,Paramount Pictures
11000000,22e5,Tamm Productions
32000000,55157539,Lakeshore Entertainment
98000000,433013274,Universal Pictures
98000000,433013274,Alphaville Films
98000000,433013274,Imhotep Productions
145000000,401128639,Universal Pictures
145000000,401128639,China Film Co-Production Corporation
145000000,401128639,Relativity Media
145000000,401128639,Alphaville Films
145000000,401128639,"Sommers Company, The"
12000000,20138836,Fox Searchlight Pictures
12000000,20138836,Mirabai Films
22000000,110627965,Columbia Pictures
30000000,30536013,New Line Cinema
30000000,30536013,First Foot Films
30000000,30536013,Sunflower Productions
30000000,30536013,Sarah Green Film
30000000,30536013,The Virginia Company LLC
27000000,76e6,Twentieth Century Fox Film Corporation
27000000,76e6,Detour Filmproduction
25000000,24362772,Paramount Pictures
25000000,24362772,Lakeshore Entertainment
38000000,58401898,Bac Films
38000000,58401898,Kino Vision
38000000,58401898,Orly Films
38000000,58401898,R.P. Productions
38000000,58401898,Vía Digital
38000000,58401898,Artisan Entertainment
38000000,58401898,Origen Producciones Cinematograficas S.A.
38000000,58401898,TF1 Films Production
38000000,58401898,Canal+
38000000,58401898,Canal+ España
30000000,77566815,New Line Cinema
30000000,77566815,Contrafilm
30000000,77566815,Firm Films
54000000,128769345,Imagine Entertainment
54000000,128769345,Universal Pictures
15000000,46905889,Twentieth Century Fox Film Corporation
2800000,60922980,Twentieth Century Fox Film Corporation
2800000,60922980,Mace Neufeld Productions
49000000,727e5,Columbia Pictures
49000000,727e5,Revolution Studios
49000000,727e5,Hard Eight Pictures
49000000,727e5,Wonder works studios entertainment group
7000000,4720371,3Mark Entertainment
75000000,29e6,Paramount Pictures
75000000,29e6,Cherry Alley Productions
10000000,33697647,American Zoetrope
10000000,33697647,Warner Bros.
56000000,113006880,Walt Disney Pictures
56000000,113006880,Spyglass Entertainment
30000000,611899420,Icon Productions
30000000,611899420,Twentieth Century Fox Film Corporation
110000000,215294342,Centropolis Entertainment
110000000,215294342,Columbia Pictures Corporation
110000000,215294342,Mutual Film Company
110000000,215294342,Global Entertainment Productions GmbH & Company Medien KG
45000000,195268056,Warner Bros.
11000000,2832826,"Samuel Goldwyn Company, The"
70000000,154648887,Odyssey Entertainment
70000000,154648887,Warner Bros.
70000000,154648887,Scion Films
70000000,154648887,Really Useful Films
35000000,120072577,Bac Films
35000000,120072577,Canal+Polska
35000000,120072577,Heritage Films
35000000,120072577,Studio Babelsberg
35000000,120072577,Agencja Produkcji Filmowej
35000000,120072577,Beverly Detroit
35000000,120072577,FilmFernsehFonds Bayern
35000000,120072577,Filmboard Berlin-Brandenburg (FBB)
35000000,120072577,Mainstream S.A.
35000000,120072577,R.P. Productions
35000000,120072577,StudioCanal
35000000,120072577,Filmförderungsanstalt (FFA)
35000000,120072577,Canal+
35000000,120072577,Interscope Communications
35000000,120072577,Telewizja Polska (TVP)
35000000,120072577,Runteam
7000000,1167e5,New South Wales Film & Television Office
7000000,1167e5,The Australian Film Commission
7000000,1167e5,CiBy 2000
7000000,1167e5,Jan Chapman Productions
35000000,294e5,Epsilon Motion Pictures
35000000,294e5,Franchise Pictures
35000000,294e5,Morgan Creek Productions
35000000,294e5,Clyde Is Hungry Films
35000000,294e5,Pledge Productions
165000000,305875730,Golden Mean
165000000,305875730,Playtone
165000000,305875730,ImageMovers
80000000,17626234,Tig Productions
80000000,17626234,Warner Bros.
40000000,109676311,Warner Bros.
40000000,109676311,Touchstone Pictures
40000000,109676311,Syncopy
70000000,218613188,DreamWorks SKG
70000000,218613188,DreamWorks Animation
30000000,74787599,Columbia Pictures
16000000,30857814,Act III Communications
16000000,30857814,The Princess Bride Ltd.
16000000,30857814,Buttercup Films Ltd.
37000000,165335153,Walt Disney Pictures
37000000,165335153,BrownHouse Productions
37000000,165335153,Bottom of the Ninth Productions
40000000,95149435,Walt Disney Pictures
45000000,38058335,Sony Pictures
45000000,38058335,Gaumont Columbia Tristar Films
8,16,Dimension Films
2000000,5048693,Autonomous
2000000,5048693,UK Film Council
2000000,5048693,Surefire Film Productions
2000000,5048693,Pictures in Paradise
2000000,5048693,Pacific Film and Television Commission
2000000,5048693,Film Consortium
2000000,5048693,National Lottery through UK Film Council
55000000,307077295,Columbia Pictures Corporation
55000000,307077295,Escape Artists
55000000,307077295,Relativity Media
55000000,307077295,Overbrook Entertainment
15000000,123384128,BIM Distribuzione
15000000,123384128,Granada Film Productions
15000000,123384128,Scott Rudin Productions
15000000,123384128,Pathé Renn Productions
15000000,123384128,Pathé Pictures International
15000000,123384128,Canal+
15000000,123384128,Future Films
15000000,123384128,France 3 Cinema
32000000,18552460,TriStar Pictures
900000,381420,Destination Films
30000000,27674124,Miramax Films
30000000,27674124,Intermedia Films
30000000,27674124,Mirage Enterprises
40000000,45916769,Paramount Pictures
40000000,45916769,Constellation Entertainment
26000000,29657751,Relativity Media
32000000,113019290,Studio Babelsberg
32000000,113019290,Filmförderanstalt (FFA)
32000000,113019290,The Weinstein Company
32000000,113019290,Filmstiftung Nordrhein-Westfalen
32000000,113019290,Mirage Enterprises
32000000,113019290,Filmförderungsanstalt (FFA)
32000000,113019290,Medienboard Berlin-Brandenburg
32000000,113019290,Deutsche Filmförderfonds (DFFF)
32000000,113019290,Mitteldeutsche Medienförderung (MDM)
40000000,62771059,Village Roadshow Pictures
40000000,62771059,Dark Castle Entertainment
40000000,62771059,Warner Bros.
40000000,62771059,Eyetronics
40000000,62771059,Chime Films
60000000,33956608,Paramount Pictures
60000000,33956608,Universal Pictures
60000000,33956608,Toho-Towa
60000000,33956608,Mutual Film Company
60000000,33956608,Pacific Western
60000000,33956608,PolyGram Filmed Entertainment
60000000,33956608,Marubeni
60000000,33956608,Tele München Fernseh Produktionsgesellschaft (TMG)
60000000,33956608,British Broadcasting Corporation (BBC)
11500000,23237911,Columbia Pictures
11500000,23237911,Merchant Ivory Productions
30000000,19204929,Columbia Pictures Corporation
4000000,14237e3,Hemdale Film Corporation
4000000,14237e3,Fox Films Ltd.
4000000,14237e3,Cinema 84
5000000,41833347,United Artists
5000000,41833347,Jewel Productions
5000000,41833347,Pimlico Films
5000000,41833347,Incorporated Television Company (ITC)
27000000,215e5,Warner Bros.
27000000,215e5,The Ladd Company
50000000,161451538,DreamWorks
50000000,161451538,BenderSpink
50000000,161451538,Parkes+MacDonald Image Nation
95000000,76432727,DreamWorks SKG
95000000,76432727,DreamWorks Animation
75000000,335062621,Hollywood Pictures
75000000,335062621,Don Simpson/Jerry Bruckheimer Films
15000000,8762890,Fox Atomic
20000000,75597042,Walt Disney Pictures
20000000,75597042,Gran Via Productions
20000000,75597042,98 MPH Productions
21000000,71441250,Touchstone Pictures
30000000,100491683,Nickelodeon Movies
30000000,100491683,Paramount Animation
85000000,80916492,Columbia Pictures
85000000,80916492,Universal Pictures
85000000,80916492,Strike Entertainment
85000000,80916492,WWE Studios
85000000,80916492,Misher Films
85000000,80916492,IM3 Entertainment
27000000,38122105,Keith Barish Productions
27000000,38122105,TAFT Entertainment Pictures
27000000,38122105,HBO
27000000,38122105,Braveworld Productions
68000000,118063304,Paramount Pictures
68000000,118063304,Mace Neufeld Productions
68000000,118063304,Rysher Entertainment
65000000,172855065,Walt Disney Pictures
65000000,172855065,Outlaw Productions
65000000,172855065,Boxing Cat Films
50000000,10382407,Hollywood Pictures
50000000,10382407,Cinergi Pictures Entertainment
68000000,71069884,Paramount Pictures
68000000,71069884,Mandalay Pictures
68000000,71069884,Horseshoe Bay Productions
60000000,165333180,Universal Pictures
60000000,165333180,Kalima Productions GmbH & Co. KG
60000000,165333180,World Wrestling Entertainment (WWE)
60000000,165333180,Alphaville Films
11000000,38105395,Fox Searchlight Pictures
11000000,38105395,Donners' Company
11000000,38105395,Dune Entertainment III
11000000,38105395,Overbrook Entertainment
90000000,188133322,New Line Cinema
90000000,188133322,Ingenious Media
90000000,188133322,Twentieth Century Fox Film Corporation
90000000,188133322,Samuel Goldwyn Films
90000000,188133322,Big Screen Productions
90000000,188133322,Red Hour Films
90000000,188133322,TSG Entertainment
90000000,188133322,Down Productions
60000000,77920346,Twentieth Century Fox Film Corporation
60000000,77920346,Dune Entertainment
60000000,77920346,Major Studio Partners
60000000,77920346,Regency Enterprises
60000000,77920346,Epsilon Motion Pictures
60000000,77920346,New Regency Pictures
60000000,77920346,Sentinel Productions
60000000,77920346,Furthur Films
50000000,61112916,Walt Disney Pictures
50000000,61112916,Mandeville Films
50000000,61112916,Boxing Cat Films
25000000,28341469,Castle Rock Entertainment
19000000,44017374,Hawk Films
19000000,44017374,Warner Bros.
19000000,44017374,Peregrine
70000000,116672912,Twentieth Century Fox Film Corporation
70000000,116672912,Lynda Obst Productions
70000000,116672912,"Bedford Falls Company, The"
19000000,272742922,Orion Pictures
19000000,272742922,Strong Heart/Demme Production
75000000,527068851,Gracie Films
75000000,527068851,Twentieth Century Fox Film Corporation
25000000,39053061,DiNovi Pictures
25000000,39053061,Alcon Entertainment
25000000,39053061,Alloy Entertainment
40000000,672806292,Spyglass Entertainment
40000000,672806292,The Kennedy/Marshall Company
40000000,672806292,Hollywood Pictures
40000000,672806292,Barry Mendel Productions
43000000,91974818,Universal Pictures
43000000,91974818,MFPV Film
43000000,91974818,Double Feature Films
43000000,91974818,ShadowCatcher Entertainment
43000000,91974818,Daniel Bobker Productions
43000000,91974818,Brick Dust Productions LLC
15000000,35007180,Universal Pictures
15000000,35007180,Original Film
15000000,35007180,Newmarket Capital Group
15000000,35007180,Cranium Films
8200000,286214286,Twentieth Century Fox Film Corporation
8200000,286214286,Robert Wise Productions
8200000,286214286,Argyle Enterprises
10000000,13835130,Jean Doumanian Productions
10000000,13835130,Sweetland Films
10000000,13835130,Magnolia Films
10000000,13835130,Jasmine Productions Inc.
45000000,170362582,Jerry Weintraub Productions
45000000,170362582,Warner Bros.
45000000,170362582,Iguana Producciones
90000000,162839667,Paramount Pictures
90000000,162839667,The Kennedy/Marshall Company
60000000,39031337,DC Comics
60000000,39031337,Lionsgate
60000000,39031337,Odd Lot Entertainment
60000000,39031337,Media Magik Entertainment
60000000,39031337,Dark Lot Entertainment
60000000,39031337,Continental Entertainment Group (CEG)
30000000,140161792,Paramount Pictures
30000000,140161792,Nickelodeon Movies
30000000,140161792,United Plankton Pictures
30000000,140161792,Paramount Animation
14000000,185438673,United Artists
14000000,185438673,Eon Productions
14000000,185438673,Danjaq
1500000,11098131,Destination Films
1500000,11098131,Samuel Goldwyn Films
1500000,11098131,Sony Pictures International
500000,8679814,Next Wednesday Productions
500000,8679814,SenArt Films
90000000,102e6,Paramount Pictures
90000000,102e6,De Line Pictures
90000000,102e6,DreamWorks Pictures
5500000,159616327,Universal Pictures
50000000,58900031,Universal Pictures
50000000,58900031,Castle Rock Entertainment
68000000,193e6,Paramount Pictures
68000000,193e6,Mace Neufeld Productions
68000000,193e6,MFP Munich Film Partners GmbH & Company I. Produktions KG
68000000,193e6,S.O.A.F. Productions
68000000,193e6,Mel's Cite du Cinema
5000000,3263585,Fine Line Features
5000000,3263585,Alliance Communications
43000000,68696770,Konrad Pictures
21000000,28008462,Columbia Pictures
21000000,28008462,Merlin Films
40000000,128798265,Paramount Pictures
40000000,128798265,Miramax Films
40000000,128798265,Timnick Films
40000000,128798265,Mirage Enterprises
60000000,219417255,DreamWorks SKG
60000000,219417255,Amblin Entertainment
60000000,219417255,Parkes/MacDonald Productions
85000,30859e3,New Line Cinema
85000,30859e3,Vortex
4700000,8025872,Cannon Films
52000000,98126565,Fox 2000 Pictures
52000000,98126565,Phoenix Pictures
52000000,98126565,Geisler-Roberdeau
16000000,18564088,Columbia Pictures
16000000,18564088,Centropolis Film Productions
48000000,124305181,Irish Dreamtime
48000000,124305181,Metro-Goldwyn-Mayer (MGM)
15000000,12036149,The Javelina Film Company
15000000,12036149,EuropaCorp
75000000,132274484,Impact Pictures
75000000,132274484,Studio Babelsberg
75000000,132274484,Nouvelles Éditions de Films (NEF)
75000000,132274484,New Legacy
75000000,132274484,Constantin Film Produktion
30000000,45554533,Walt Disney Pictures
80000000,123729176,DreamWorks SKG
80000000,123729176,Warner Bros.
39000000,101229792,New Line Cinema
39000000,101229792,Plan B Entertainment
39000000,101229792,Nick Wechsler Productions
39000000,101229792,Internationale Scarena Filmproduktionsgesellschaft 2
21000000,43928932,TF1 Films Productions
21000000,43928932,Current Entertainment
21000000,43928932,Canal+
21000000,43928932,EuropaCorp
1200000,7e6,Paramount Pictures
1200000,7e6,Alfred J. Hitchcock Productions
60000000,264118201,Paramount Pictures
60000000,264118201,Scott Rudin Productions
25000000,76270454,Paramount Pictures
6000000,23341568,Blue Parrot Productions
6000000,23341568,Bad Hat Harry Productions
16000000,53977250,Twentieth Century Fox Film Corporation
60000000,256697520,Scott Rudin Productions
60000000,256697520,Touchstone Pictures
60000000,256697520,Blinding Edge Pictures
6000000,10409377,American Zoetrope
10000000,4069090,Gospel of John Ltd.
10000000,4069090,Toronto Film Studios
10000000,4069090,Visual Bible International
6000000,2899975,SBK Pictures
6000000,2899975,Occupant Entertainment
7000000,10229331,Lionsgate
23000000,185991646,Touchstone Pictures
20000000,12482775,Paramount Pictures
20000000,12482775,Escape Artists
20000000,12482775,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
15000000,47175038,26 Films
15000000,47175038,Gold Circle Films
15000000,47175038,Visionview Production
41300000,106371651,Franchise Pictures
41300000,106371651,Warner Bros.
41300000,106371651,Morgan Creek Productions
41300000,106371651,Nine Yards Productions
41300000,106371651,Rational Packaging Company
41300000,106371651,Lansdown Films
40000000,26155781,Cheyenne Enterprises
40000000,26155781,Franchise Pictures
40000000,26155781,MHF Zweite Academy Film
40000000,26155781,Eclipse Catering
40000000,26155781,Nine Yards Two Productions
40000000,26155781,Nine Yards Productions
6244087,638641,Warner Brothers/Seven Arts
6500000,22889018,BIM Distribuzione
6500000,22889018,Matador Pictures
6500000,22889018,Diaphana Films
6500000,22889018,Bórd Scannán na hÉireann
6500000,22889018,Element Films
6500000,22889018,UK Film Council
6500000,22889018,Pathé Distribution
6500000,22889018,Irish Film Board
6500000,22889018,Tornasol Films
6500000,22889018,Sixteen Films
6500000,22889018,Regent Capital
6500000,22889018,EMC Produktion
6500000,22889018,Cinéart
6500000,22889018,TV3 Television Network Ireland
6500000,22889018,Filmcoopi Zürich
6500000,22889018,Oil Flick Films No.2
24000000,21049053,Universal Pictures
24000000,21049053,Motown Productions
